index,op,name,z,type,value,probability
3,Boundary,,,posterior,-72259.5,2.8883E-06
3,Boundary,,,posterior,-72254.5,2.7462E-06
3,Boundary,,,posterior,-72249.5,2.9355E-06
3,Boundary,,,posterior,-72244.5,2.9355E-06
3,Boundary,,,posterior,-72239.5,2.5568E-06
3,Boundary,,,posterior,-72234.5,2.1307E-06
3,Boundary,,,posterior,-72229.5,2.9355E-06
3,Boundary,,,posterior,-72224.5,2.7935E-06
3,Boundary,,,posterior,-72219.5,0.00000232
3,Boundary,,,posterior,-72214.5,0.00000232
3,Boundary,,,posterior,-72209.5,2.8409E-06
3,Boundary,,,posterior,-72204.5,0.000003267
3,Boundary,,,posterior,-72199.5,2.7935E-06
3,Boundary,,,posterior,-72194.5,2.6989E-06
3,Boundary,,,posterior,-72189.5,2.7462E-06
3,Boundary,,,posterior,-72184.5,2.4622E-06
3,Boundary,,,posterior,-72179.5,2.6989E-06
3,Boundary,,,posterior,-72174.5,2.3674E-06
3,Boundary,,,posterior,-72169.5,2.8409E-06
3,Boundary,,,posterior,-72164.5,0.000003172
3,Boundary,,,posterior,-72159.5,2.7462E-06
3,Boundary,,,posterior,-72154.5,2.6042E-06
3,Boundary,,,posterior,-72149.5,2.9355E-06
3,Boundary,,,posterior,-72144.5,2.8409E-06
3,Boundary,,,posterior,-72139.5,2.6989E-06
3,Boundary,,,posterior,-72134.5,0.000003314
3,Boundary,,,posterior,-72129.5,3.0303E-06
3,Boundary,,,posterior,-72124.5,2.0833E-06
3,Boundary,,,posterior,-72119.5,2.4622E-06
3,Boundary,,,posterior,-72114.5,2.7935E-06
3,Boundary,,,posterior,-72109.5,2.9829E-06
3,Boundary,,,posterior,-72104.5,0.000002036
3,Boundary,,,posterior,-72099.5,2.7462E-06
3,Boundary,,,posterior,-72094.5,2.6042E-06
3,Boundary,,,posterior,-72089.5,3.0303E-06
3,Boundary,,,posterior,-72084.5,2.7462E-06
3,Boundary,,,posterior,-72079.5,2.4622E-06
3,Boundary,,,posterior,-72074.5,2.0833E-06
3,Boundary,,,posterior,-72069.5,2.5568E-06
3,Boundary,,,posterior,-72064.5,2.8409E-06
3,Boundary,,,posterior,-72059.5,2.9355E-06
3,Boundary,,,posterior,-72054.5,2.2728E-06
3,Boundary,,,posterior,-72049.5,2.4622E-06
3,Boundary,,,posterior,-72044.5,2.5568E-06
3,Boundary,,,posterior,-72039.5,2.2728E-06
3,Boundary,,,posterior,-72034.5,2.8883E-06
3,Boundary,,,posterior,-72029.5,2.7462E-06
3,Boundary,,,posterior,-72024.5,2.4622E-06
3,Boundary,,,posterior,-72019.5,0.00000232
3,Boundary,,,posterior,-72014.5,2.2254E-06
3,Boundary,,,posterior,-72009.5,2.4148E-06
3,Boundary,,,posterior,-72004.5,0.000003172
3,Boundary,,,posterior,-71999.5,2.7462E-06
3,Boundary,,,posterior,-71994.5,1.9887E-06
3,Boundary,,,posterior,-71989.5,2.5568E-06
3,Boundary,,,posterior,-71984.5,2.3674E-06
3,Boundary,,,posterior,-71979.5,2.8883E-06
3,Boundary,,,posterior,-71974.5,0.000002178
3,Boundary,,,posterior,-71969.5,0.000002178
3,Boundary,,,posterior,-71964.5,2.4622E-06
3,Boundary,,,posterior,-71959.5,2.6042E-06
3,Boundary,,,posterior,-71954.5,2.4148E-06
3,Boundary,,,posterior,-71949.5,2.6042E-06
3,Boundary,,,posterior,-71944.5,2.4148E-06
3,Boundary,,,posterior,-71939.5,2.4622E-06
3,Boundary,,,posterior,-71934.5,1.9887E-06
3,Boundary,,,posterior,-71929.5,2.6989E-06
3,Boundary,,,posterior,-71924.5,2.6515E-06
3,Boundary,,,posterior,-71919.5,2.5094E-06
3,Boundary,,,posterior,-71914.5,2.4148E-06
3,Boundary,,,posterior,-71909.5,2.9829E-06
3,Boundary,,,posterior,-71904.5,2.5568E-06
3,Boundary,,,posterior,-71899.5,2.6042E-06
3,Boundary,,,posterior,-71894.5,3.0303E-06
3,Boundary,,,posterior,-71889.5,2.7935E-06
3,Boundary,,,posterior,-71884.5,2.6042E-06
3,Boundary,,,posterior,-71879.5,2.3674E-06
3,Boundary,,,posterior,-71874.5,2.8883E-06
3,Boundary,,,posterior,-71869.5,2.4148E-06
3,Boundary,,,posterior,-71864.5,2.4148E-06
3,Boundary,,,posterior,-71859.5,0.00000322
3,Boundary,,,posterior,-71854.5,0.000003267
3,Boundary,,,posterior,-71849.5,2.6042E-06
3,Boundary,,,posterior,-71844.5,0.000002036
3,Boundary,,,posterior,-71839.5,2.7462E-06
3,Boundary,,,posterior,-71834.5,2.6515E-06
3,Boundary,,,posterior,-71829.5,2.4148E-06
3,Boundary,,,posterior,-71824.5,2.6042E-06
3,Boundary,,,posterior,-71819.5,2.6515E-06
3,Boundary,,,posterior,-71814.5,2.8883E-06
3,Boundary,,,posterior,-71809.5,2.2728E-06
3,Boundary,,,posterior,-71804.5,0.00000232
3,Boundary,,,posterior,-71799.5,2.6042E-06
3,Boundary,,,posterior,-71794.5,2.8409E-06
3,Boundary,,,posterior,-71789.5,0.000003172
3,Boundary,,,posterior,-71784.5,2.5568E-06
3,Boundary,,,posterior,-71779.5,2.8409E-06
3,Boundary,,,posterior,-71774.5,2.6515E-06
3,Boundary,,,posterior,-71769.5,2.6042E-06
3,Boundary,,,posterior,-71764.5,2.8409E-06
3,Boundary,,,posterior,-71759.5,2.3674E-06
3,Boundary,,,posterior,-71754.5,0.00000232
3,Boundary,,,posterior,-71749.5,0.00000232
3,Boundary,,,posterior,-71744.5,2.9355E-06
3,Boundary,,,posterior,-71739.5,1.9887E-06
3,Boundary,,,posterior,-71734.5,2.6989E-06
3,Boundary,,,posterior,-71729.5,2.5568E-06
3,Boundary,,,posterior,-71724.5,3.0777E-06
3,Boundary,,,posterior,-71719.5,2.7935E-06
3,Boundary,,,posterior,-71714.5,2.2254E-06
3,Boundary,,,posterior,-71709.5,2.3674E-06
3,Boundary,,,posterior,-71704.5,3.0303E-06
3,Boundary,,,posterior,-71699.5,2.7935E-06
3,Boundary,,,posterior,-71694.5,0.000002178
3,Boundary,,,posterior,-71689.5,0.000003314
3,Boundary,,,posterior,-71684.5,3.0303E-06
3,Boundary,,,posterior,-71679.5,2.6989E-06
3,Boundary,,,posterior,-71674.5,2.6989E-06
3,Boundary,,,posterior,-71669.5,3.0303E-06
3,Boundary,,,posterior,-71664.5,2.9829E-06
3,Boundary,,,posterior,-71659.5,2.6515E-06
3,Boundary,,,posterior,-71654.5,2.6042E-06
3,Boundary,,,posterior,-71649.5,0.00000322
3,Boundary,,,posterior,-71644.5,2.3674E-06
3,Boundary,,,posterior,-71639.5,0.00000232
3,Boundary,,,posterior,-71634.5,2.5094E-06
3,Boundary,,,posterior,-71629.5,2.6515E-06
3,Boundary,,,posterior,-71624.5,2.7462E-06
3,Boundary,,,posterior,-71619.5,2.5568E-06
3,Boundary,,,posterior,-71614.5,0.00000232
3,Boundary,,,posterior,-71609.5,0.000003267
3,Boundary,,,posterior,-71604.5,2.6515E-06
3,Boundary,,,posterior,-71599.5,2.7462E-06
3,Boundary,,,posterior,-71594.5,2.9355E-06
3,Boundary,,,posterior,-71589.5,0.00000232
3,Boundary,,,posterior,-71584.5,0.00000322
3,Boundary,,,posterior,-71579.5,3.0777E-06
3,Boundary,,,posterior,-71574.5,2.6515E-06
3,Boundary,,,posterior,-71569.5,0.000003267
3,Boundary,,,posterior,-71564.5,2.7462E-06
3,Boundary,,,posterior,-71559.5,2.0833E-06
3,Boundary,,,posterior,-71554.5,2.7462E-06
3,Boundary,,,posterior,-71549.5,2.8409E-06
3,Boundary,,,posterior,-71544.5,2.4148E-06
3,Boundary,,,posterior,-71539.5,2.4622E-06
3,Boundary,,,posterior,-71534.5,2.6042E-06
3,Boundary,,,posterior,-71529.5,2.9355E-06
3,Boundary,,,posterior,-71524.5,2.6989E-06
3,Boundary,,,posterior,-71519.5,2.6989E-06
3,Boundary,,,posterior,-71514.5,2.9829E-06
